시설물명,종류,인접도로명,이격거리(px),상세주소,위도,경도
"청덕 푸르지오","일반건물","청고로","106","효빈광역시 서구 청덕3동(청덕동)","-24366","15971"
"파리바게뜨 고송점","일반건물","구창로","52","효빈광역시 북구 고송3동(고송동)","-24007","16018"
"오주역","지하철역","오주로","6","효빈광역시 청엽구 입빈동(입동3가)","-31647","16026"
"삼각역","지하철역","악내로","10","효빈광역시 중구 약맥동(삼각동)","-30797","16027"
"입동삼거리","일반건물","효빈공단로","42","효빈광역시 청엽구 입빈동(입동1가)","-32404","16040"
"시남초","일반건물","시서로","188","효빈광역시 북구 고송1동(고송동)","-22342","16044"
"오즈아파트","일반건물","송진로","248","효빈광역시 서구 과진3동(과진동)","-25309","16046"
"입동아파트","일반건물","상자로","136","효빈광역시 청엽구 입빈동(입동3가)","-32004","16046"
"빈선초","일반건물","오주로","124","효빈광역시 청엽구 입빈동(입동3가)","-31509","16050"
"건보사거리","일반건물","고송해안로","83","효빈광역시 북구 고송3동(고송동)","-23675","16053"
"고송 휴먼빌","일반건물","이달로","194","효빈광역시 북구 고송1동(고송동)","-23099","16054"
"건강보험공단 효빈북부지사","일반건물","고송해안로","87","효빈광역시 북구 고송3동(고송동)","-23679","16056"
"과진초중학교","일반건물","고중로","115","효빈광역시 서구 과진7동(과진동)","-25105","16058"
"애프터글로우","일반건물","중앙로","79","효빈광역시 중구 약맥동(삼각동)","-30550","16060"
"고송 골든렉시움","일반건물","시서로","175","효빈광역시 북구 고송1동(고송동)","-22705","16069"
"당선고","일반건물","당선해안로","59","효빈광역시 서구 당선4동(당선동)","-26900","16072"
"신산데시앙아파트","일반건물","주안로","120","덕빈북도 기도군 염곡면 주양리","-18344","16075"
"중앙로1가역","지하철역","심동로","1","효빈광역시 중구 중앙동(중앙로1가)","-29848","16077"
"뚜레쥬르 고송점","일반건물","구창로","95","효빈광역시 북구 고송3동(고송동)","-23861","16082"
"청덕 아이파크","일반건물","청고로","92","효빈광역시 서구 청덕3동(청덕동)","-24169","16082"
"한국마사회 효빈지사","일반건물","상자로","99","효빈광역시 중구 약맥동(목동)","-31134","16082"
"창선한정식","일반건물","창선2로","89","효빈광역시 중구 중앙동(창선동3가)","-30280","16083"
"토모고","일반건물","시서로","65","효빈광역시 북구 고송1동(고송동)","-22465","16084"
"고송골든체시움","일반건물","시서로","16","효빈광역시 북구 고송1동(고송동)","-22546","16084"
"효빈본부세관","일반건물","심동로","58","효빈광역시 중구 중앙동(중앙로1가)","-29780","16086"
"당선중","일반건물","무창로","46","효빈광역시 서구 당선3동(당선동)","-26794","16087"
"당선 아쿠아 아파트 1단지","일반건물","당선해안로","165","효빈광역시 서구 당선3동(당선동)","-26564","16099"
"당선 중앙하이츠아파트","일반건물","당선해안로","167","효빈광역시 서구 당선4동(당선동)","-27244","16099"
"SC제일은행 고송점","일반건물","구창로","16","효빈광역시 북구 고송3동(고송동)","-23972","16100"
"과진아이보시티","일반건물","효빈로","122","효빈광역시 서구 과진1동(과진동)","-24690","16102"
"개항지","일반건물","고중로","105","효빈광역시 중구 중앙동(중앙로1가)","-29640","16112"
"효빈서고","일반건물","노현로","100","효빈광역시 서구 과진5동(과진동)","-26298","16128"
"고송엔제르","일반건물","고송대로","96","효빈광역시 북구 고송1동(고송동)","-23493","16140"
"과진데시앙아파트","일반건물","과진로","117","효빈광역시 서구 과진3동(과진동)","-25500","16150"
"버거킹 토모리점","일반건물","토모리로","40","효빈광역시 북구 고송1동(고송동)","-22108","16154"
"과진시영아파트","일반건물","도탄로","108","효빈광역시 서구 과진5동(과진동)","-26159","16159"
"과진주공1단지","일반건물","칠라로","158","효빈광역시 서구 과진4동(과진동)","-25813","16164"
"청덕중고등학교","일반건물","청고로","68","효빈광역시 서구 청덕3동(청덕동)","-24329","16166"
"효빈중부경찰서","일반건물","창선2로","73","효빈광역시 중구 중앙동(창선동3가)","-30156","16187"
"효빈미술관","일반건물","중보로","42","효빈광역시 중구 중앙동(훈동)","-29918","16200"
"고송휴먼시아2단지","일반건물","칠라로","104","효빈광역시 북구 고송3동(고송동)","-23759","16205"
"성내초","일반건물","고중로","106","효빈광역시 서구 당선4동(당선동)","-27114","16209"
"롯데시네마 효빈점","일반건물","중앙로","144","효빈광역시 중구 약맥동(삼각동)","-30525","16215"
"과진 더샵 2단지","일반건물","고중로","92","효빈광역시 서구 과진3동(과진동)","-25143","16225"
"창선역","지하철역","중앙로","0","효빈광역시 중구 중앙동(창선동3가)","-30340","16233"
"효빈중앙로해양파출소","일반건물","운중로","55","효빈광역시 중구 중앙동(중앙로1가)","-29563","16235"
"조능병원","일반건물","중보로","42","효빈광역시 중구 중앙동(창선동1가)","-30005","16236"
"주음공원","일반건물","팔번로","48","효빈광역시 청엽구 입빈동(입동3가)","-31418","16240"
"개항지역","지하철역","고중로","6","효빈광역시 중구 중앙동(중앙로1가)","-29632","16250"
"효빈서부소방서","일반건물","당선로","26","효빈광역시 서구 당선4동(당선동)","-27545","16252"
"웰탄아파트","일반건물","토천로","116","효빈광역시 북구 고송1동(고송동)","-22335","16253"
"상미공원","일반건물","오주로","45","효빈광역시 청엽구 입빈동(입동3가)","-31604","16258"
"고송3동행정복지센터","일반건물","구창로","27","효빈광역시 북구 고송3동(고송동)","-23983","16262"
"모르포니카","일반건물","고중로","103","효빈광역시 중구 중앙동(중앙로1가)","-29464","16271"
"입동초","일반건물","상자로","98","효빈광역시 청엽구 입빈동(입동3가)","-31987","16280"
"한국소비자원 효빈지원","일반건물","고중로","34","효빈광역시 중구 중앙동(창선동1가)","-30093","16281"
"롯데백화점 효빈점","일반건물","창선2로","94","효빈광역시 중구 중앙동(창선동2가)","-30434","16282"
"삼각역 더샵 아파트(2029)","일반건물","상자로","104","효빈광역시 중구 약맥동(목동)","-31089","16285"
"효빈중앙초","일반건물","운중로","69","효빈광역시 중구 중앙동(중앙로2가)","-29722","16291"
"리에라스테이","일반건물","중보로","71","효빈광역시 중구 중앙동(훈동)","-29896","16303"
"모지게이","일반건물","고중로","79","효빈광역시 중구 약맥동(오주동)","-30583","16329"
"과진3동행정복지센터","일반건물","칠라로","13","효빈광역시 서구 과진3동(과진동)","-25312","16332"
"효빈광역시 사회서비스원","일반건물","칠라로","31","효빈광역시 서구 과진4동(과진동)","-25667","16352"
"효빈서부셩찰서","일반건물","칠라로","38","효빈광역시 서구 과진4동(과진동)","-25967","16361"
"효빈문화회관","일반건물","고중로","49","효빈광역시 중구 중앙동(창선동2가)","-30313","16368"
"과진4동행정복지센터","일반건물","칠라로","47","효빈광역시 서구 과진4동(과진동)","-25786","16369"
"팔레트","일반건물","고중로","84","효빈광역시 중구 중앙동(소장동2가)","-29381","16370"
"당선 아쿠아 2단지","일반건물","고중로","116","효빈광역시 서구 당선3동(당선동)","-26567","16371"
"러브라이브","일반건물","중보로","32","효빈광역시 중구 중앙동(창선동1가)","-30004","16377"
"효빈서부경찰서","일반건물","칠라로","56","효빈광역시 서구 과진4동(과진동)","-25994","16379"
"금융감독원 효빈덕북지원","일반건물","고중로","37","효빈광역시 중구 중앙동(창선동1가)","-30178","16381"
"금융감독원 효빈지사","일반건물","고중로","37","효빈광역시 중구 중앙동(창선동1가)","-30178","16381"
"재당초","일반건물","고송대로","45","효빈광역시 북구 고송3동(고송동)","-23796","16396"
"과성초","일반건물","과진로","28","효빈광역시 서구 과진4동(과진동)","-25589","16403"
"고송1동행정복지센터","일반건물","토천로","45","효빈광역시 북구 고송1동(고송동)","-23018","16412"
"고송다이버아파트","일반건물","토천로","51","효빈광역시 북구 고송1동(고송동)","-22411","16420"
"효빈유람선 북구선착장","일반건물","토모리로","58","효빈광역시","-22233","16422"
"과진아이아파트","일반건물","칠라로","104","효빈광역시 서구 과진3동(과진동)","-25426","16424"
"헬로해피월드","일반건물","중앙로","80","효빈광역시 중구 중앙동(창선동1가)","-30111","16427"
"베르가모","일반건물","고중로","27","효빈광역시 중구 약맥동(오주동)","-30586","16435"
"입빈동행정복지센터","일반건물","고중로","52","효빈광역시 청엽구 입빈동(입동3가)","-31907","16436"
"엘린아파트","일반건물","토천로","70","효빈광역시 북구 고송1동(고송동)","-22824","16437"
"이마트24 중앙로로터리점","일반건물","고중로","112","효빈광역시 중구 중앙동(중앙로3가)","-29598","16440"
"에스텍스아파트","일반건물","칠라로","131","효빈광역시 서구 과진3동(과진동)","-25277","16450"
"씨더스","일반건물","고중로","60","효빈광역시 중구 중앙동(소장동2가)","-29321","16453"
"당선초","일반건물","무창로","110","효빈광역시 서구 당선3동(당선동)","-26860","16455"
"국민은행중앙로점","일반건물","운중로","78","효빈광역시 중구 중앙동(훈동)","-29860","16459"
"효빈유람선 중구선착장","일반건물","고중로","97","효빈광역시 중구 중앙동(소장동2가)","-29254","16462"
"과진역","지하철역","고중로","23","효빈광역시 서구 과진3동(과진동)","-25160","16464"
"서구보건소","일반건물","도탄로","77","효빈광역시 서구 과진4동(과진동)","-25972","16467"
"서여초","일반건물","시서로","90","효빈광역시 북구 고송1동(고송동)","-22627","16468"
"오주 아이파크 아파트","일반건물","고중로","72","효빈광역시 중구 약맥동(오주동)","-30897","16470"
"단산사","일반건물","창선2로","52","효빈광역시 중구 중앙동(창선동2가)","-30396","16475"
"어신공원","일반건물","고중로","68","효빈광역시 중구 중앙동(원동2가)","-30547","16477"
"모카초","일반건물","고중로","104","효빈광역시 청엽구 입빈동(입동3가)","-31857","16488"
"과진1동행정복지센터","일반건물","효빈로","169","효빈광역시 서구 과진1동(과진동)","-24740","16489"
"중앙로3가역","지하철역","운중로","11","효빈광역시 중구 중앙동(중앙로3가)","-29772","16490"
"당선아파트","일반건물","고중로","165","효빈광역시 서구 당선4동(당선동)","-27698","16492"
"과진주공2단지","일반건물","칠라로","173","효빈광역시 서구 과진5동(과진동)","-26224","16498"
"고송현대아파트","일반건물","고송해안로","103","효빈광역시 북구 고송2동(고송동)","-23490","16504"
"염곡신도시중앙","일반건물","주안로","29","덕빈북도 기도군 염곡면","-16892","16507"
"서구 구영아파트","일반건물","고중로","117","효빈광역시 서구 당선4동(당선동)","-27791","16507"
"효빈북중","일반건물","구창로","65","효빈광역시 북구 고송3동(고송동)","-23890","16509"
"하나은행 효빈중앙로지점","일반건물","고중로","114","효빈광역시 중구 중앙동(소장동2가)","-29519","16512"
"고송이편한세상1단지","일반건물","청고로","93","효빈광역시 북구 고송4동(고송동)","-24171","16514"
"과진자이2단지","일반건물","칠라로","198","효빈광역시 서구 과진1동(과진동)","-24815","16514"
"맥도날드 북고송토모리DT","일반건물","이달로","45","효빈광역시 북구 고송1동(고송동)","-22961","16524"
"과진자이1단지","일반건물","고송동서로","137","효빈광역시 서구 과진1동(과진동)","-24971","16526"
"효빈 컬쳐레스풀","일반건물","효빈공단로","80","효빈광역시 청엽구 입빈동(입동2가)","-32370","16539"
"중앙동행정복지센터","일반건물","운중로","146","효빈광역시 중구 중앙동(중앙로3가)","-29651","16554"
"파스텔호텔","일반건물","중앙로","47","효빈광역시 중구 중앙동(원동3가)","-30177","16555"
"입빈중고","일반건물","오주로","137","효빈광역시 청엽구 입빈동(입동3가)","-31576","16560"
"고송휴먼시아1단지","일반건물","고송해안로","62","효빈광역시 북구 고송3동(고송동)","-23655","16566"
"효빈교회","일반건물","중보로","39","효빈광역시 중구 중앙동(지유동1가)","-30024","16568"
"로젤리아","일반건물","창선2로","64","효빈광역시 중구 중앙동(원동2가)","-30399","16570"
"당선 아쿠아 3단지","일반건물","무창로","37","효빈광역시 서구 당선3동(당선동)","-26731","16572"
"운중거리","일반건물","운중로","29","효빈광역시 중구 중앙동(훈동)","-29884","16572"
"단창장","일반건물","창선2로","41","효빈광역시 중구 중앙동(원동2가)","-30505","16573"
"입동 주공아파트 1단지","일반건물","입빈로","98","효빈광역시 청엽구 입빈동(입동2가)","-32053","16575"
"이마트24 원동3가점","일반건물","중앙로","146","효빈광역시 중구 중앙동(원동3가)","-30274","16588"
"고송래미안1단지","일반건물","효빈로","122","효빈광역시 북구 고송4동(고송동)","-24450","16604"
"GS25 운중거리점","일반건물","운중로","59","효빈광역시 중구 중앙동(지유동1가)","-29797","16604"
"등동주공","일반건물","엽월대로","64","효빈광역시 청엽구 등동","-33240","16616"
"구보공원","일반건물","팔번로","90","효빈광역시 중구 약맥동(목동)","-31277","16620"
"당선4동행정복지센터","일반건물","당선로","99","효빈광역시 서구 당선4동(당선동)","-27420","16627"
"과송역","지하철역","효빈로","3","효빈광역시 북구 고송4동(고송동)","-24576","16628"
"농협은행 효빈중앙로점","일반건물","중앙로","44","효빈광역시 중구 중앙동(지유동2가)","-30115","16640"
"고송시영1단지","일반건물","이달로","98","효빈광역시 북구 고송1동(고송동)","-22821","16643"
"CU 효빈중앙로점","일반건물","고중로","113","효빈광역시 중구 중앙동(소장동2가)","-29366","16643"
"과진에시앙","일반건물","고중로","104","효빈광역시 서구 과진3동(과진동)","-25459","16645"
"GS25 소장해변점","일반건물","고중로","35","효빈광역시 중구 중앙동(소장동1가)","-29140","16645"
"소장해변공원","일반건물","고중로","35","효빈광역시 중구 중앙동(소장동1가)","-29140","16645"
"다이소 과진자이점","일반건물","고송동서로","78","효빈광역시 서구 과진1동(과진동)","-25029","16646"
"효빈지방중소벤처기업청","일반건물","창선2로","33","효빈광역시 중구 중앙동(원동2가)","-30442","16652"
"과진고","일반건물","고중로","97","효빈광역시 서구 과진4동(과진동)","-25746","16653"
"당선2아파트","일반건물","주촌로","231","효빈광역시 서구 당선4동(당선동)","-27265","16654"
"효빈서중","일반건물","고중로","89","효빈광역시 서구 과진4동(과진동)","-25854","16662"
"효빈서초","일반건물","도탄로","29","효빈광역시 서구 과진5동(과진동)","-26019","16665"
"중앙아파트","일반건물","고중로","261","효빈광역시 중구 중앙동(중앙로4가)","-29558","16672"
"고송 대라수 아파트","일반건물","고송중앙로","82","효빈광역시 북구 고송1동(고송동)","-23107","16673"
"청남초","일반건물","우포로","90","효빈광역시 청엽구 입빈동(입동2가)","-32542","16705"
"선샤인","일반건물","고중로","214","효빈광역시 중구 중앙동(소장동2가)","-29439","16714"
"등동행정복지센터","일반건물","당찬로","23","효빈광역시 청엽구 등동","-33040","16724"
"MBC효빈","일반건물","중앙로","37","효빈광역시 중구 중앙동(지유동2가)","-30045","16731"
"효빈은행 중앙로지점","일반건물","중앙로","94","효빈광역시 중구 중앙동(지유동1가)","-29823","16737"
"중앙로 효빈은행(기점)","일반건물","중앙로","94","효빈광역시 중구 중앙동(지유동1가)","-29823","16737"
"GS25 지유동2가점","일반건물","운중로","107","효빈광역시 중구 중앙동(지유동2가)","-30190","16758"
"효빈 대방 아이유쉘","일반건물","앵소로","125","효빈광역시 청엽구 입빈동(효빈동1가)","-31787","16762"
"오주 무지카 아파트(2030)","일반건물","악내로","121","효빈광역시 중구 약맥동(오주동)","-30936","16768"
"당선 중흥S 클래스","일반건물","주촌로","120","효빈광역시 서구 당선3동(당선동)","-26619","16772"
"당선 푸르지오","일반건물","주촌로","116","효빈광역시 서구 당선3동(당선동)","-26897","16773"
"원동초","일반건물","운중로","112","효빈광역시 중구 중앙동(원동4가)","-30333","16775"
"서구청","일반건물","주촌로","92","효빈광역시 서구 당선4동(당선동)","-27421","16791"
"엽월대학교","일반건물","엽월대로","94","효빈광역시 청엽구 등동","-33410","16792"
"효빈경제진흥원","일반건물","운중로","44","효빈광역시 중구 중앙동(지유동2가)","-30135","16803"
"과진5동행정복지센터","일반건물","고중로","55","효빈광역시 서구 과진5동(과진동)","-25930","16806"
"칠천중","일반건물","주촌로","241","효빈광역시 서구 당선4동(당선동)","-27763","16813"
"내성초","일반건물","주촌로","71","효빈광역시 서구 당선1동(당선동)","-27313","16814"
"사야병원","일반건물","고송동서로","55","효빈광역시 서구 과진2동(과진동)","-25162","16834"
"kfc 고송점","일반건물","고송중앙로","90","효빈광역시 북구 고송4동(고송동)","-24470","16842"
"고송초","일반건물","고송대로","80","효빈광역시 북구 고송4동(고송동)","-24086","16845"
"메가박스 고송","일반건물","구창로","65","효빈광역시 북구 고송2동(고송동)","-23889","16848"
"고송2동행정복지센터","일반건물","고송해안로","68","효빈광역시 북구 고송2동(고송동)","-23525","16850"
"고송중","일반건물","청고로","57","효빈광역시 북구 고송4동(고송동)","-24205","16852"
"아좌초","일반건물","고송중앙로","105","효빈광역시 북구 고송2동(고송동)","-23125","16860"
"고송 호반베르디움","일반건물","고송중앙로","115","효빈광역시 북구 고송4동(고송동)","-24742","16866"
"버거킹 등동점","일반건물","앵소로","50","효빈광역시 청엽구 등동","-32894","16867"
"한국은행 효빈점","일반건물","운중로","21","효빈광역시 중구 중앙동(원동1가)","-30537","16869"
"고송우체국","일반건물","고송중앙로","117","효빈광역시 북구 고송2동(고송동)","-23759","16870"
"교보문교 효빈중앙로점","일반건물","중앙로","39","효빈광역시 중구 중앙동(중앙로5가)","-29860","16873"
"고송 시영2단지","일반건물","이달로","117","효빈광역시 북구 고송2동(고송동)","-22807","16878"
"아웃백스테이크 하우스 효빈점","일반건물","청고로","101","효빈광역시 북구 고송4동(고송동)","-24362","16880"
"하내초","일반건물","고송동서로","115","효빈광역시 북구 고송4동(고송동)","-24992","16894"
"고송공원","일반건물","고송중앙로","155","효빈광역시 북구 고송4동(고송동)","-24862","16906"
"새마을금고 효빈중앙로역지점","일반건물","조유로","89","효빈광역시 중구 중앙동(중앙로5가)","-29610","16906"
"(구) 효빈세무서","일반건물","운중로","77","효빈광역시 중구 중앙동(원동4가)","-30095","16917"
"과진2동행정복지센터","일반건물","과진로","71","효빈광역시 서구 과진2동(과진동)","-25546","16919"
"원동4가역","지하철역","중보로","1","효빈광역시 중구 중앙동(원동4가)","-29991","16919"
"청엽외고","일반건물","앵소로","110","효빈광역시 청엽구 등동","-33228","16921"
"사복 빛여울채","일반건물","노현로","118","효빈광역시 서구 사복2동(사복동)","-26282","16927"
"CU 효빈초점","일반건물","소장로","139","효빈광역시 중구 중앙동(소장동2가)","-29384","16932"
"레이즈 어 스이렌","일반건물","운중로","48","효빈광역시 중구 중앙동(원동4가)","-30203","16932"
"우리은행 효빈중앙로역지점","일반건물","조유로","79","효빈광역시 중구 중앙동(소장동2가)","-29524","16948"
"중앙로역","지하철역","중앙로","7","효빈광역시 중구 중앙동(중앙로5가)","-29703","16955"
"태이초","일반건물","주촌로","71","효빈광역시 서구 당선1동(당선동)","-27177","16957"
"효빈대 사대부중","일반건물","주촌로","70","효빈광역시 서구 당선3동(당선동)","-26668","16961"
"복산병원","일반건물","운중로","80","효빈광역시 중구 중앙동(원동4가)","-30339","16967"
"당선휴먼시아","일반건물","주촌로","85","효빈광역시 서구 당선3동(당선동)","-26887","16974"
"GS더프레시 효빈점","일반건물","중보로","37","효빈광역시 중구 중정동(중보로)","-29953","16979"
"내죽고","일반건물","주촌로","99","효빈광역시 서구 당선1동(당선동)","-27323","16983"
"고송역","지하철역","고송대로","23","효빈광역시 북구 고송4동(고송동)","-24099","16986"
"CGV 효빈","일반건물","운중로","98","효빈광역시 중구 중정동(오석동)","-30697","16990"
"롯데마트 과진점","일반건물","고송동서로","68","효빈광역시 서구 과진2동(과진동)","-25174","16993"
"고송영무예다음","일반건물","구창로","107","효빈광역시 북구 고송2동(고송동)","-23846","16994"
"공무원연금공단 효빈덕북지부","일반건물","운중로","97","효빈광역시 청엽구 입빈동(효빈동1가)","-31232","16994"
"공무원연금공단","일반건물","운중로","97","효빈광역시 청엽구 입빈동(효빈동1가)","-31232","16994"
"과진 이아르","일반건물","복지대학로","93","효빈광역시 서구 과진2동(과진동)","-25361","16995"
"GS25 효빈세무서점","일반건물","운중로","120","효빈광역시 중구 중앙동(원동4가)","-30172","16998"
"효빈초","일반건물","소장로","54","효빈광역시 중구 중앙동(중앙로6가)","-29318","17000"
"등동역","지하철역","우포로","16","효빈광역시 청엽구 등동","-32617","17001"
"내성중고등학교","일반건물","주촌로","104","효빈광역시 서구 북성동(북문동1가)","-28366","17002"
"내성고등학교","일반건물","주촌로","104","효빈광역시 서구 북성동(북문동1가)","-28366","17002"
"고송역자이","일반건물","구창로","34","효빈광역시 북구 고송4동(고송동)","-23987","17003"
"효빈상고","일반건물","악내로","106","효빈광역시 중구 약맥동(오주동)","-30923","17012"
"효빈중동 푸르지오아파트","일반건물","중앙로","110","효빈광역시 중구 중정동(중동1가)","-29803","17015"
"다이소 고송점","일반건물","고송해안로","18","효빈광역시 북구 고송2동(고송동)","-23612","17020"
"효빈레인보우아파트","일반건물","입빈로","108","효빈광역시 청엽구 입빈동(효빈동1가)","-32245","17020"
"북효빈농협 고송점","일반건물","고송해안로","123","효빈광역시 북구 고송2동(고송동)","-23717","17024"
"효빈동신도시아쿠아아파트","일반건물","앵소로","139","효빈광역시 청엽구 입빈동(효빈동1가)","-31845","17028"
"사복역 센트럴시티아파트","일반건물","과진로","195","효빈광역시 서구 사복2동(사복동)","-25812","17043"
"맥도날드 고송점","일반건물","청고로","99","효빈광역시 북구 고송4동(고송동)","-24359","17059"
"롯데시네마 과진","일반건물","고송동서로","55","효빈광역시 서구 과진2동(과진동)","-25161","17082"
"고송4동행정복지센터","일반건물","청고로","57","효빈광역시 북구 고송4동(고송동)","-24203","17090"
"소상공인시장진흥공단 효빈덕빈지역본부","일반건물","악내로","122","효빈광역시 중구 중정동(오석동)","-30695","17090"
"소장역","지하철역","주촌로","5","효빈광역시 서구 북성동(북문동1가)","-28470","17103"
"오석역","지하철역","악내로","32","효빈광역시 중구 중정동(오석동)","-30785","17106"
"청산","일반건물","창선2로","59","효빈광역시 중구 중앙동(원동4가)","-30482","17107"
"당선3동행정복지센터","일반건물","주촌로","225","효빈광역시 서구 당선3동(당선동)","-26681","17116"
"제일은행 효빈중앙로점","일반건물","중보로","35","효빈광역시 중구 중정동(중보로)","-30026","17123"
"GS25 복산병원점","일반건물","창선2로","172","효빈광역시 중구 중정동(완동2가)","-30372","17133"
"고송병원","일반건물","고송동서로","64","효빈광역시 북구 고송4동(고송동)","-25042","17136"
"효빈중동초","일반건물","중앙로","169","효빈광역시 중구 중정동(중동1가)","-29790","17137"
"이편한치과","일반건물","효빈로","57","효빈광역시 북구 고송4동(고송동)","-24520","17138"
"당선 에듀타운","일반건물","노현로","103","효빈광역시 서구 당선3동(당선동)","-26503","17139"
"덕북대효빈캠퍼스","일반건물","당찬로","88","효빈광역시 청엽구 등동","-33100","17142"
"고송 중흥S클래스","일반건물","이달로","176","효빈광역시 북구 고송2동(고송동)","-23106","17144"
"고송 중흥s클래스","일반건물","이달로","176","효빈광역시 북구 고송2동(고송동)","-23106","17144"
"중정동행정복지센터","일반건물","중보로","218","효빈광역시 중구 중정동(완동1가)","-30209","17145"
"중보로삼성아파트","일반건물","중보로","87","효빈광역시 중구 중정동(중동1가)","-29904","17148"
"석양","일반건물","조유로","84","효빈광역시 중구 중앙동(중앙로6가)","-29433","17153"
"효빈예고","일반건물","효빈로","82","효빈광역시 북구 고송4동(고송동)","-24659","17157"
"서효빈우체국","일반건물","도탄로","51","효빈광역시 서구 사복2동(사복동)","-26003","17169"
"신협중앙회 효빈덕북지역본부","일반건물","중앙로","45","효빈광역시 중구 중앙동(중앙로6가)","-29514","17175"
"효빈노인사회복지관","일반건물","중앙로","114","효빈광역시 중구 중정동(중동1가)","-29696","17178"
"당선1동행정복지센터","일반건물","당선로","204","효빈광역시 서구 당선1동(당선동)","-27361","17183"
"청빈초","일반건물","당찬로","60","효빈광역시 청엽구 등동","-32952","17189"
"농림축산검역본부 효빈사무소","일반건물","팔번로","132","효빈광역시 청엽구 입빈동(효빈동1가)","-31426","17195"
"쿠우쿠우","일반건물","고송남북로","113","효빈광역시 북구 고송4동(고송동)","-24790","17202"
"사복역","지하철역","과진로","4","효빈광역시 서구(과진동)","-25613","17217"
"효빈동신도시역","지하철역","팔번로","42","효빈광역시 청엽구 입빈동(효빈동1가)","-31237","17222"
"수협은행 고송점","일반건물","고송해안로","28","효빈광역시 북구 고송2동(고송동)","-23621","17226"
"고송4단지","일반건물","고송남북로","84","효빈광역시 북구 고송4동(고송동)","-24351","17232"
"신원초","일반건물","노현로","66","효빈광역시 서구 당선3동(당선동)","-26333","17240"
"고송역 푸르지오","일반건물","구창로","44","효빈광역시 북구 고송4동(고송동)","-23996","17243"
"중보로역","지하철역","중보로","1","효빈광역시 중구 중정동(중보로)","-29993","17243"
"한국국토정보공사 효빈덕북지역본부","일반건물","앵소로","53","효빈광역시 청엽구 입빈동(효빈동1가)","-31640","17245"
"예술고 기숙아파트","일반건물","고송남북로","65","효빈광역시 북구 고송4동(고송동)","-24687","17249"
"슈퍼스타 아파트","일반건물","입빈로","89","효빈광역시 청엽구 입빈동(효빈동1가)","-32224","17258"
"효빈중앙중","일반건물","중동로","185","효빈광역시 중구 중정동(중동1가)","-29791","17259"
"염곡소금공원","일반건물","청상로","78","덕빈북도 기도군 염곡면 염곡리","-17128","17267"
"등동역 푸르지오","일반건물","우포로","75","효빈광역시 청엽구 등동","-32558","17272"
"효빈우체국","일반건물","중보로","92","효빈광역시 중구 중정동(중보로)","-30084","17296"
"효빈뮤즈아파트","일반건물","산업대로","89","효빈광역시 청엽구 입빈동(효빈동1가)","-31877","17296"
"헌이송공고","일반건물","엽월대로","253","효빈광역시 청엽구 마잡2동(헌이송동)","-33992","17300"
"색수시장","일반건물","중동로","134","효빈광역시 중구 중정동(중동1가)","-29725","17303"
"메지골","일반건물","중동로","119","효빈광역시 중구 중정동(중동1가)","-29646","17304"
"효빈관광공사","일반건물","산업대로","77","효빈광역시 청엽구 입빈동(효빈동1가)","-31438","17311"
"리엘라","일반건물","조유로","114","효빈광역시 중구 조유동(조유동1가)","-29172","17314"
"조유종합사회복지관","일반건물","고중로","227","효빈광역시 중구 조유동(조유동1가)","-29020","17320"
"효빈아동종합복지관","일반건물","중보로","80","효빈광역시 중구 중정동(완동2가)","-30388","17322"
"덕북대 효빈캠퍼스","일반건물","칠심로","51","효빈광역시 청엽구 마잡2동(헌이송동)","-33461","17327"
"조타뻑스","일반건물","중동로","52","효빈광역시 중구 중앙동(중앙로6가)","-29545","17331"
"타이니스타","일반건물","산업대로","63","효빈광역시 중구 중정동(완동3가)","-30484","17331"
"타이니스타호텔","일반건물","산업대로","63","효빈광역시 중구 중정동(완동3가)","-30484","17331"
"사복주공","일반건물","고송남북로","150","효빈광역시 서구 사복2동(사복동)","-26208","17333"
"효빈디자인진흥원","일반건물","산업대로","40","효빈광역시 청엽구 입빈동(효빈동1가)","-31543","17347"
"한국관광공사 효빈덕북지사","일반건물","산업대로","36","효빈광역시 청엽구 입빈동(효빈동1가)","-31346","17353"
"고송홈플러스","일반건물","고송남북로","18","효빈광역시 북구 고송2동(고송동)","-23359","17354"
"북성동행정복지센터","일반건물","내성로","125","효빈광역시 서구 북성동(북문동2가)","-28341","17365"
"스타벅스 효빈고송경찰서점","일반건물","고송남북로","51","효빈광역시 북구 고송2동(고송동)","-23523","17384"
"홈플러스 고송점","일반건물","고송남북로","61","효빈광역시 북구 고송2동(고송동)","-23374","17397"
"구시청앞역","지하철역","중보로","2","효빈광역시 중구 중정동(완동3가)","-30411","17397"
"버거킹 고송점","일반건물","고송대로","44","효빈광역시 북구 고송4동(고송동)","-24352","17398"
"석유관리원","일반건물","엽월대로","69","효빈광역시 청엽구 마잡2동(헌이송동)","-33664","17400"
"사복중","일반건물","고송남북로","80","효빈광역시 서구 사복1동(사복동)","-25733","17403"
"족포초(폐교)","일반건물","내성로","49","효빈광역시 서구 북성동(북문동2가)","-28167","17409"
"사복초","일반건물","고송남북로","87","효빈광역시 서구 사복2동(사복동)","-25892","17411"
"세븐일레븐 중보로점","일반건물","중보로","33","효빈광역시 중구 중정동(중동3가)","-30026","17424"
